infobox_type	proposed_category	count	was_included	include_in_future
hanacaraka	other	20	0	0
bill	other	20	0	0
intersex_rights	other	20	0	0
calendar_date_today	other	19	0	0
canadian_university_rankings	place	19	0	0
navigation_satellite_system	other	19	0	0
indycar_team	other	19	0	0
body_process	other	19	0	0
comics_set_index	other	19	0	0
neighborhood	other	19	0	0
comics_set_and_title	other	19	0	0
f1_constructor	other	19	0	0
b&o_named_trains	other	19	0	0
fictional_family	other	19	0	0
weather_event/aus	event	19	0	0
king	person	19	1	0
expedition/wikidata	other	19	0	0
ladies'_football_all-ireland	other	19	0	0
ngo	other	19	0	0
tennis_player_season_2	other	19	0	0
biathlon_championships	other	19	0	0
world_championships_in_athletics_event	other	19	0	0
pvl_conference	other	19	0	0
song/color	artifact	19	0	0
periodic_table_group	other	18	0	0
language/family-color	concepts	18	0	0
dialect	other	18	0	0
dive_site	place	18	1	1
town	place	18	0	0
sailing_team	other	18	0	0
doctor_who_doctor	person	18	0	0
whitewater_course	other	18	0	0
rail_accident	event	18	0	0
monstertruck	other	18	0	0
noh	other	18	0	0
isle_of_man_tt_races	other	18	0	0
united_states_presidential_transition	other	18	0	0
equestrian_championships	person	18	0	0
minor_football_all-ireland	other	18	0	0
parish_pt	other	18	0	0
multigame_series	other	18	0	0
rc_car_race_report	other	18	0	0
baseball_league_championship_series	other	18	0	0
t1_league_season	other	18	0	0
pharaoh/nomen	person	17	1	1
cuisine	other	17	0	0
u.s._presidential_commission	other	17	0	0
card_suit	other	17	0	0
video_game_system	artifact	17	0	0
d&d_character_class	other	17	0	0
university_ranking	place	17	0	0
chile_cabinet	other	17	1	1
effects_unit	other	17	0	0
historical_site	place	17	0	0
vacuum_tube	other	17	0	0
road/usbr_browse	place	17	0	0
athletics_series	other	17	0	0
war	event	17	1	1
speech	other	17	0	0
cricket_final	other	17	0	0
rock_band_dlc	other	17	0	0
un	other	17	0	0
ncaa_soccer_rankings	other	17	0	0
baseball_league_division_series	other	17	0	0
astronomical_formation	other	16	0	0
celts_of_england	other	16	0	0
non-integer_number	other	16	0	0
gender_and_sexual_identity	other	16	0	0
world_heritage_site	place	16	0	0
film_director	artifact	16	0	0
comics_genre	other	16	0	0
vg_character	other	16	0	0
u_sports_football_team	other	16	0	0
mlb_mascot	other	16	0	0
video_game_engine	artifact	16	0	0
dungeons_&_dragons_module	other	16	0	0
shipping_job	other	16	0	0
sura	other	16	1	0
vice_president	person	16	0	0
indian_elections	other	16	0	0
road/shieldmain/mys	place	16	0	0
bank	other	16	0	0
face-uniform_tiling	other	16	0	0
soap_opera_family	artifact	16	0	0
continental_cup	other	16	0	0
american_football_game	other	16	0	0
expansion_draft	other	16	0	0
water_resources_management	other	16	0	0
bfl_season	other	16	0	0
under-20_football_all-ireland	other	16	0	0
ministry	other	16	0	0
cabinet	other	16	0	0
hawaii_territorial_legislature	pol_mil_organization	16	0	0
odissi_raga	other	16	0	0
afl_queensland_season	other	16	0	0
saxophone	other	15	0	0
cloud_type	other	15	0	0
communist_organ	other	15	0	0
incumbency	other	15	1	1
bridge_type	place	15	0	0
district	other	15	0	0
naturraum_in_deutschland	other	15	0	0
lens_design	other	15	0	0
superbike_team	other	15	0	0
football_tournament_at_games	other	15	0	0
university_school	place	15	0	0
world_bowl	other	15	0	0
equestrian_event	person	15	0	0
cricket_season	other	15	0	0
amusement_ride	other	15	0	0
mining	other	15	0	0
aircraft_crash	artifact	15	0	0
group	other	15	0	0
esl_club	other	15	0	0
fia_formula_two_championship_race_report	other	15	0	0
sec_season	other	15	0	0
philippine_school_volleyball_team	place	15	0	0
animation_list_by_country	pol_mil_organization	14	0	0
pseudoscience	other	14	0	0
regulated_ppe	other	14	0	0
yoga_school	place	14	0	0
movie_quote	other	14	0	0
hill_of_rome	other	14	0	0
synoptic_hypothesis	other	14	0	0
f1_race	other	14	0	0
airline_alliance	business	14	0	0
feud	other	14	0	0
mancala	other	14	0	0
avionics	other	14	0	0
waterway	place	14	0	0
london_assembly_constituency	pol_mil_organization	14	0	0
disease	other	14	0	0
university_of_notre_dame_residence_hall	place	14	0	0
doctor	person	14	0	0
capoeira_technique	other	14	0	0
station/header_mrt7	place	14	0	0
gpu_microarchitecture	other	14	0	0
nippon_professional_baseball_season	other	14	0	0
ncaa_division_i_basketball_season	other	14	0	0
winter_season	other	14	0	0
naia_football_championship_series	other	14	0	0
winter	other	14	0	0
ncaa_division_ii_ice_hockey_tournament	other	14	0	0
deutsche_tourenwagen_masters_round_report	other	14	0	0
tpbl_season	other	14	0	0
province_or_territory_of_canada	other	13	0	0
beer_style	other	13	0	0
sexuality	other	13	0	0
dynasty	historical_period	13	0	0
nature_reserve	other	13	0	0
clinical_trial	other	13	0	0
space_shuttle	other	13	0	0
loyalty_program	other	13	0	0
volcanic_hotspot	other	13	0	0
us_legislation	other	13	0	0
author_bibliography	person	13	0	0
baseball_championship_tournament	other	13	0	0
theater	other	13	0	0
tram_depot	other	13	0	0
dance_company	business	13	0	0
afl_championship	other	13	0	0
hound_pack	other	13	0	0
diplomat	person	13	0	0
soccer_tournament_season	other	13	0	0
speedway_league	other	13	0	0
indian_state_legislative_assembly_constituency	pol_mil_organization	13	0	0
wnba_team_season	other	13	0	0
aviation_in_region	other	13	0	0
icc_situation	other	13	0	0
all-africa_games_event	other	13	0	0
college_football_bowl_season	place	13	0	0
word	other	13	0	0
women's_cricket_tour	other	13	0	0
international_touring_car_championship_round_report	other	13	0	0
windstorm_season	event	13	0	0
olympic_gymnastics_event	other	13	0	0
tasmanian_football_season	other	13	0	0
botanical_product	other	12	0	0
weather_type	other	12	0	0
irc_network	other	12	0	0
joke	other	12	0	0
america's_cup_team	other	12	0	0
japanese_university_ranking_(by_subject)	place	12	0	0
awards_list/custom	other	12	1	1
alternative_intervention	other	12	0	0
playwright	other	12	0	0
wargame	other	12	0	0
epidemic	event	12	0	0
martial_art_form	other	12	0	0
movie_camera	artifact	12	0	0
eu_accession_bid	other	12	0	0
entertainer	other	12	0	0
machinima	other	12	0	0
australian_members_of_parliament_lists	pol_mil_organization	12	0	0
muslim_leader	person	12	0	0
zodiac	other	12	0	0
producer_discography	other	12	1	0
gaelic_games_tournament	other	12	0	0
statue	other	12	0	0
foundation	other	12	0	0
ncaa_division_i-a_season	other	12	0	0
english_case	other	12	0	0
academic/wikidata	person	12	0	0
scotus_case/courts	other	12	0	0
monarch_styles	person	12	1	1
sports_centre	other	12	0	0
chinese_opera_genre	artifact	12	0	0
archive	other	12	0	0
weather_event/metservice	event	12	0	0
npb_season	other	12	0	0
schutzgebiet	other	12	0	0
politburo	other	12	0	0
six-man_football_league_season	other	12	0	0
orienteering_world_cup	other	12	0	0
college_football_playoff	place	12	0	0
superstars_series_round_report	other	12	0	0
south_asian_games_event	other	12	0	0
college_squash_school	place	12	0	0
fencing_competition	other	12	0	0
app	other	12	0	0
nigeria_federal_constituency	pol_mil_organization	12	0	0
publication	other	11	0	0
medical_speciality	other	11	0	0
mathematical_function	person	11	0	0
gunpowder_plot	other	11	0	0
heteropolypeptide	other	11	0	0
south_african	other	11	1	0
space_programme	other	11	0	0
religious_biography/wikidata	person	11	0	0
pharaoh/nebty	person	11	1	0
dalai_lama	other	11	1	0
weather	other	11	1	1
water_buffalo_breed	other	11	0	0
australian_rules_football_league	other	11	0	0
d&d_module	other	11	0	0
uruguayan_politician	person	11	0	0
cape	place	11	0	0
power_plant	other	11	0	0
computing_standard	other	11	0	0
nba_team	other	11	0	0
service_record	other	11	0	0
confederate_state_acw	other	11	0	0
aoe	other	11	0	0
international_korfball_competition	other	11	0	0
table_tennis_event	other	11	0	0
wtcc_race_report	other	11	0	0
militärischer_konflikt	other	11	0	0
canadian_leadership_election	event	11	0	0
wnba_all-star_game	other	11	0	0
cis_football_school	place	11	0	0
university_boat_races	place	11	0	0
first_robotics_competition_game	other	11	0	0
ufl_team	other	11	0	0
sports_governing_body	other	11	0	0
ncaa_wrestling_tournament/event	other	11	0	0
truck	other	11	0	0
data_structure-amortized	other	10	0	0
spanish_missions_in_the_americas	other	10	0	0
nationality	other	10	0	0
pharaoh/golden	person	10	1	0
planetary_nebula	other	10	0	0
commander	other	10	1	1
memory	other	10	0	0
bowl_series	other	10	0	0
bird/population	other	10	0	0
chile_cabinet_historical	other	10	1	1
secretary-general	other	10	0	0
philippine_mythology	other	10	0	0
marae	other	10	0	0
coptic_pope	person	10	0	0
reenactment_group	other	10	0	0
videogame	other	10	0	0
fictional_character	other	10	0	0
irrigation	other	10	0	0
television_advert	artifact	10	0	0
nhs_foundation_trust	other	10	0	0
european_political_party	pol_mil_organization	10	0	0
insel	other	10	0	0
noble/wikidata	person	10	0	0
maginot_line	other	10	0	0
united_nations_security_council_election_even	event	10	0	0
international_futsal_competition	other	10	0	0
sports_bid	other	10	0	0
solar_storm	event	10	0	0
art_historian	person	10	0	0
fishery	other	10	0	0
united_nations_security_council_election_odd	event	10	0	0
synagogue	other	10	0	0
weather_event/npmoc	event	10	0	0
disease_outbreak	event	10	0	0
discography	other	10	0	0
spikers'_turf_conference	other	10	0	0
national_indoor_hockey_team	other	10	0	0
wnba_finals_summary	other	10	0	0
afl_women's_season	other	10	0	0
marine_ecoregion	other	10	0	0
ice_show	other	10	0	0
soccer_country_season	pol_mil_organization	10	0	0
northern_territory_football_season	other	10	0	0
logical_connective	other	9	0	0
fieldbus_protocol	other	9	0	0
heraldic_knot	other	9	0	0
arabic_term	other	9	0	0
heraldic_tincture	other	9	0	0
bird	other	9	0	0
cricket_club	other	9	0	0
swiss_political_party	pol_mil_organization	9	0	0
musical_interval	other	9	0	0
technology	concepts	9	0	0
new_zealand_political_party	pol_mil_organization	9	0	0
buddhist_biography	person	9	0	0
historic_engine	other	9	0	0
european_commission	other	9	0	0
afl_season	other	9	0	0
tibetan	other	9	0	0
comic_book	artifact	9	0	0
control_chart	other	9	0	0
diver	other	9	0	0
political_organization	pol_mil_organization	9	0	0
lighthouse/light	place	9	0	0
night_vision_device	other	9	0	0
afl2	other	9	0	0
rna_family	other	9	0	0
cathedral	other	9	0	0
triathlon_world_cup	other	9	0	0
belgium_municipality/geography	place	9	1	1
smartphone	artifact	9	0	0
military	other	9	0	0
college_sailing_team	place	9	0	0
ncaa_ice_hockey_team_season	other	9	0	0
wild_card	other	9	0	0
national_american_football_team	other	9	0	0
college_baseball_season	place	9	0	0
baseball_league_wild_card_game	other	9	0	0
early_basketball_season	other	9	0	0
sport_climbing_competition	other	9	0	0
sports_game	other	9	0	0
abortion_method	other	8	0	0
country_demographics	pol_mil_organization	8	0	0
profanity	other	8	0	0
portuguese_royalty_styles	person	8	1	1
military_test_site	place	8	1	0
christian_branch	concepts	8	0	0
motorsport_round	other	8	0	0
bbc_nation_or_region	other	8	0	0
inscription	other	8	0	0
tract	other	8	0	0
antipope	other	8	0	0
russian_term	other	8	0	0
station/iarnród_éireann	place	8	0	0
six_heretical_teachers	other	8	1	0
regular_tuning	other	8	0	0
new_caledonian_political_party	pol_mil_organization	8	0	0
football_competition	other	8	0	0
hurricane_season_full	event	8	0	0
diplomatic_crisis	other	8	0	0
societies	other	8	0	0
united_states_federal_legislation	other	8	0	0
metropolitan_area	other	8	0	0
aflchamp	other	8	0	0
uniformed_officer	other	8	1	1
cinema	other	8	0	0
football_player	other	8	0	0
rail_franchise	other	8	0	0
senate_of_puerto_rico	other	8	0	0
pbl	other	8	0	0
kabaddi_league	other	8	0	0
asian_games_bid	other	8	0	0
sport_tournament_bid	other	8	0	0
hurling_team_season	other	8	0	0
bbl_season	other	8	0	0
baseball_league_wild_card_series	other	8	0	0
national_kho_kho_team	other	8	0	0
scc_cjcourt	other	8	0	0
gaming_console	other	7	0	0
hindu_term	other	7	0	0
polychoron	other	7	0	0
agricultural_production	other	7	0	0
element/symbol-to-electron-configuration	other	7	0	0
historical_continent	historical_period	7	0	0
fictional_organization	pol_mil_organization	7	0	0
video_game_character	artifact	7	0	0
game_series	other	7	0	0
juggling_pattern	other	7	0	0
soccer_tournament	other	7	0	0
aircraft_flight	artifact	7	0	0
combat_robot	other	7	0	0
former_settlement	place	7	0	0
pastor	other	7	1	0
high_explosive_test	other	7	0	0
performer	other	7	0	0
lgbt_party_wing	other	7	0	0
uk_station	place	7	0	0
italian_wine	other	7	0	0
japanese_snack	other	7	0	0
books	other	7	0	0
sg_rail	other	7	0	0
spanish_royalty_styles	person	7	1	1
college_rowing_team	place	7	0	0
trade_union	other	7	0	0
magic:_the_gathering_set	other	7	0	0
archive/wikidata	other	7	0	0
municipality	place	7	0	0
lgbtq_rights	other	7	0	0
telephone_area_code	other	7	0	0
asian_comic_series	other	7	0	0
4-polytope	other	7	0	0
stellar_association	other	7	0	0
windsurfer	other	7	0	0
railway_line	other	7	0	0
ep	other	7	0	0
wrc_team	other	7	0	0
tv_channel	other	7	0	0
medical_college	place	7	0	0
pigeon_breed	other	7	0	0
national_pitch_and_putt_team	other	7	0	0
year_in_athletics	other	7	0	0
military_hospital	place	7	0	0
state_sc_justice	other	7	0	0
thai	other	7	1	0
musical_instrument	artifact	7	0	0
soap_opera_family/member	artifact	7	0	0
long_track_national_team	other	7	0	0
afl_lightning_premiership	other	7	0	0
national_racquetball_team	other	7	0	0
nfl_coach	other	7	0	0
internet_personality	other	7	0	0
sharee	other	7	0	0
railway_station	place	7	0	0
college_field_hockey_team	place	7	0	0
fiba_tourney/africa_u-16	other	7	0	0
soccer_biography	person	7	1	1
roadside_station	place	7	0	0
sars-cov-2_variant	other	7	0	0
influencer	person	7	0	0
turkish_makam	other	7	0	0
language/ref	concepts	6	1	1
oils	other	6	0	0
quality_tool	other	6	0	0
gwr	other	6	0	0
tartan	other	6	0	0
commune	place	6	0	0
sanitation_technology	other	6	0	0
monk	person	6	1	1
world_series	other	6	0	0
legendary_person	person	6	0	0
governor-general	person	6	0	0
dim	other	6	0	0
periodical	other	6	0	0
horse_color	other	6	0	0
golf_course	other	6	0	0
national_wheelchair_rugby_team	other	6	0	0
weather_event/scale	event	6	0	0
disc_golf_course	other	6	0	0
territorium_im_heiligen_römischen_reich	other	6	0	0
medieval_scottish_diocese	other	6	0	0
gaelic_games_province	other	6	0	0
guitar_pickup	other	6	0	0
worldscouting/uniform	other	6	0	0
ukrainian_legislative_office	other	6	1	0
vietnamese_name	other	6	0	0
en_standard_details	other	6	0	0
football_team	other	6	0	0
multi-gene_haplotype	other	6	0	0
heteroisoform	other	6	0	0
court_case_2	other	6	0	0
ftc_game	other	6	0	0
reservoir	other	6	0	0
railway	other	6	0	0
russian_village	place	6	0	0
monoisoform	other	6	0	0
miracle	other	6	0	0
nhs_trust	other	6	0	0
uniform_crime_reports	other	6	0	0
pan_american_games_torch_relay	other	6	0	0
teylers_museum	place	6	0	0
msp	other	6	0	0
national_sitting_volleyball_team	other	6	0	0
state_opening	other	6	0	0
county_at_gymnastics_event	other	6	0	0
populated_place	other	6	0	0
personal_bibliography	other	6	0	0
igtc_race_report	other	6	0	0
street/route	other	6	0	0
bertrand_russell	other	5	1	1
former_international_organization	pol_mil_organization	5	0	0
animanga/manga	artifact	5	0	0
romanization	other	5	0	0
fictional_element	other	5	0	0
nuclear_weapons_by_country	pol_mil_organization	5	0	0
lunar_crater_or_mare	other	5	0	0
music_of_nepal	other	5	0	0
new_york_city_subway_station	place	5	0	0
premier	other	5	0	0
keyboard	other	5	0	0
automobile_generation	artifact	5	0	0
gorge	other	5	0	0
territory	other	5	0	0
tal	other	5	0	0
college_sports_rivalry	place	5	0	0
international_organization	pol_mil_organization	5	0	0
theory	other	5	0	0
swiss_municipality	place	5	0	0
pakistani_province_government	pol_mil_organization	5	0	0
convention_centre	other	5	0	0
motorsport_formula	other	5	0	0
chemist	person	5	0	0
v8_supercar_team_closed	other	5	0	0
austrian_cabinet	other	5	0	0
limeskastell	other	5	0	0
afl_pre-season	other	5	0	0
field_hockey_team	other	5	0	0
commonwealth_games_bid	other	5	0	0
chinese/blank	other	5	0	0
1920s_nhl_team_season	other	5	0	0
agreement	other	5	0	0
gp2_asia_round_report	other	5	0	0
independent_baseball_team	other	5	0	0
norwegian_national_political_conventions	other	5	0	0
asian_games_torch_relay	other	5	0	0
2011–2012_saudi_arabian_protests	other	5	0	0
2011–2012_saudi_arabian_protests/refs	other	5	0	0
phone	other	5	0	0
eurovision	other	5	0	0
college_fencing_team	place	5	0	0
korean_series	other	5	0	0
house_of_representatives_of_puerto_rico	other	5	0	0
natural_region	other	5	0	0
united_states_impeachment_trial	other	5	0	0
composition	other	5	0	0
smartwatch	other	5	0	0
pvl_conference2	other	5	0	0
australian_federal_parliaments	other	5	0	0
aiaw_basketball_rankings	other	5	0	0
u.s._impeachment_inquiry	other	5	0	0
fcf_season	other	5	0	0
football_referee	other	5	1	0
hottest_100	other	5	0	0
cpu_series	other	5	0	0
ncaa_wrestling_tournament	other	5	0	0
local_tornado_season	event	5	0	0
temperate_season	other	4	0	0
uk_country	pol_mil_organization	4	0	0
console	other	4	0	0
too_large	other	4	1	1
grandslamtournaments	other	4	0	0
education_by_place	other	4	0	0
cardinal	other	4	0	0
military_post	other	4	0	0
comics_location	other	4	0	0
subbox_bodystyle	other	4	0	0
rebreather	other	4	0	0
wifi_network	other	4	0	0
genetically_modified_organism	other	4	0	0
serial_publication	other	4	0	0
singles_professional_wrestling_match	other	4	0	0
fusion_device	other	4	0	0
voting_rights	other	4	0	0
literary_award	other	4	0	0
new_york_city_subway_station/ridership/year	place	4	0	0
chinese/header	other	4	1	1
chinese/footer	other	4	1	1
paintball_marker	other	4	0	0
ice_hockey_series	other	4	0	0
canadiansenator	other	4	0	0
area	other	4	0	0
dab_ensemble	other	4	0	0
translink_(seq)_train_station	place	4	0	0
supercars_championship_team	other	4	0	0
new_hampshire_supreme_court_case	other	4	0	0
doll	other	4	0	0
refinery	other	4	0	0
family_name	other	4	0	0
high_school_athletic_conference	place	4	0	0
rathayatra	other	4	0	0
greek_place	other	4	0	0
rugby_union_club	other	4	0	0
official_football_team	other	4	0	0
muslim_scholars	other	4	0	0
defunct_company	business	4	0	0
orthodox_monastery	place	4	0	0
hostel	other	4	0	0
fictional_object	other	4	0	0
arenafootballsinglegameheader	other	4	0	0
government_department	pol_mil_organization	4	0	0
algerian_names	other	4	0	0
aircraft_incident	artifact	4	0	0
shogi_tournament	other	4	0	0
european_parliament	pol_mil_organization	4	0	0
taiwan_series	other	4	0	0
artificial_intelligence	other	4	0	0
iranian_election_campaign	event	4	0	0
ufl	other	4	0	0
hunt	other	4	0	0
military_exercise	other	4	0	0
military_aviation_unit	other	4	0	0
soccer_club	other	4	0	0
sprungschanze	other	4	0	0
boxing_team	other	4	0	0
designation	other	4	0	0
seminary_school	place	4	0	0
neafl_season	other	4	0	0
state_gun_laws	other	4	0	0
singapore_parliament	pol_mil_organization	4	0	0
mma_training_associations	other	4	0	0
road/browselinks/chn	place	4	0	0
men's_college_basketball_team	place	4	0	0
nz_legislation	other	4	0	0
canyon	other	4	0	0
state_award	other	4	0	0
iptl_team_season	other	4	0	0
fiba_tournament_bid	other	4	0	0
din	other	4	0	0
country_animal_welfare	pol_mil_organization	4	0	0
soccer_match	other	4	0	0
chartplatzierungen	other	4	1	0
cdl_team_season	other	4	0	0
olympic_cycling_event	other	4	0	0
titulardiocese	other	4	0	0
list_of_episodes	other	4	0	0
srx_race_report	other	4	0	0
corporation	business	4	0	0
plane_crash	event	4	0	0
league_season	other	4	0	0
antigua_and_barbuda_place	other	4	0	0
basketball_country_season	pol_mil_organization	4	0	0
historical_period	historical_period	4	0	0
software_licence	other	3	0	0
pope_styles	person	3	0	0
nfl_event	other	3	0	0
language_game	concepts	3	0	0
probability_distribution_2	other	3	0	0
number_system	other	3	0	0
punctuation	other	3	0	0
dutch_royalty_styles	person	3	1	1
soccer_league	other	3	0	0
alternative_interventions	other	3	0	0
new_york_cabinet	other	3	1	1
witness_protection	other	3	0	0
uyghur	other	3	1	0
historic_region	other	3	0	0
crown_jewels	other	3	0	0
alternative_condition	other	3	0	0
comics_species_and_title	other	3	0	0
administrative_divisions_of_russian_federal_subject	other	3	0	0
cricket_rankings	other	3	0	0
home_rule	other	3	0	0
yacht_race	other	3	0	0
operating_system	other	3	0	0
varianceanalysis_variancebox	other	3	0	0
varianceanalysis_varianceboxrec	other	3	0	0
pope	person	3	0	0
wyoming_cabinet	other	3	1	1
year_in_country	pol_mil_organization	3	0	0
training_course	other	3	0	0
laser_module	other	3	0	0
magnetosphere	other	3	0	0
wla_team	other	3	0	0
administrative_division	other	3	0	0
weather_event/cma	event	3	0	0
swiss_constitution	other	3	0	0
hydroelectric_power_station	place	3	0	0
communist_government	pol_mil_organization	3	0	0
franchise	other	3	0	0
criminal_organisation	person	3	0	0
political_role	other	3	0	0
sport_centre	other	3	0	0
aquarium	other	3	0	0
italian_city	place	3	0	0
theatre_company	business	3	0	0
ogham_inscription	other	3	0	0
docking_mechanism/port	place	3	0	0
spaceflight_by_country	pol_mil_organization	3	0	0
british_computerised_railway_ticket_system	other	3	0	0
moshav	other	3	0	0
ski_tour	other	3	0	0
musician	person	3	1	1
aviation	other	3	0	0
invention	concepts	3	1	1
exam	other	3	0	0
celebrity	other	3	0	0
road/shieldmain/deu	place	3	0	0
too_long	other	3	1	0
country_deforestation	pol_mil_organization	3	0	0
speaker	other	3	0	0
rugby_league_team	other	3	0	0
chemical	other	3	0	0
member_of_parliament	pol_mil_organization	3	0	0
polish_coat_of_arms	other	3	0	0
floorball_tournament	other	3	0	0
albania_place	other	3	0	0
holocaust_ghetto	other	3	0	0
ncaaicehockeyteamseason	other	3	0	0
airliner_incident	other	3	0	0
alternative_diagnosis	other	3	0	0
us_court_case	other	3	0	0
aerial_lift_line/color	other	3	0	0
uflchamp	other	3	0	0
pilot	person	3	0	0
jain_temple	place	3	0	0
state_sc_associate_justice	other	3	0	0
weather_event/meteorology	event	3	0	0
high_school	place	3	0	0
letter	other	3	0	0
russian	other	3	1	1
electrolysis	other	3	0	0
local_impacts	other	3	0	0
philippine_super_liga_conference2	other	3	0	0
portugal_place	other	3	0	0
college_rifle_team	place	3	0	0
waterbody	other	3	0	0
country_dance	pol_mil_organization	3	0	0
deutsche_behörde	other	3	0	0
rally_driver	other	3	0	0
cricket_country_season	pol_mil_organization	3	0	0
typhoon_small	other	3	0	0
aseanbl_season	other	3	0	0
official_event	other	3	0	0
usa_team_handball_rankings	other	3	0	0
germany_university_rankings/che	place	3	0	0
european_pool_championships	other	3	0	0
earthquakes_in_decade	other	3	0	0
cyberattack	event	3	0	0
listed_building	place	3	0	0
bishop_styles_to_be_hidden_until_consecration_as_bishop	person	3	0	0
death	other	3	0	0
dataset	other	3	0	0
coup_d'état	event	3	0	0
bus_terminal	other	3	0	0
colombia_cabinet	other	3	0	0
league	other	3	0	0
crater	other	3	0	0
incident	other	3	0	0
paranormal_creature	other	3	0	0
soccer_player	person	3	0	0
military_campaign	other	3	0	0
assassination	event	3	0	0
road/shieldmain/omn	place	3	0	0
mathematical_constant	person	2	0	0
person/height	person	2	1	1
state	other	2	0	0
communist_political_system	other	2	0	0
neodymium_isotopes	other	2	0	0
oxygen	other	2	0	0
theological_work	other	2	0	0
road/shieldmain/eur	place	2	0	0
fictional_spacecraft	artifact	2	0	0
quantity	other	2	0	0
kommunestyre	other	2	0	0
germany_district	other	2	0	0
medicine	other	2	0	0
deputy_prime_minister	person	2	1	1
algerian_names/embed	other	2	0	0
finite_projective_plane	other	2	0	0
canadian_legislation	other	2	0	0
site	place	2	0	0
exoskeleton	other	2	0	0
suspect	other	2	0	0
alternative_medical_intervention	other	2	0	0
drug_mechanism	other	2	0	0
youtube	other	2	1	1
former_municipality	place	2	0	0
space_program_by_country	pol_mil_organization	2	0	0
lingayat_leader	other	2	0	0
weather/concise_c	other	2	0	0
desert	other	2	0	0
standard	other	2	0	0
mtgblockset	other	2	0	0
painter	other	2	0	0
law_enforcement_operations	pol_mil_organization	2	0	0
herald	other	2	0	0
canadian_senator	other	2	0	0
boxcrawler	other	2	0	0
pressure_suit	other	2	0	0
british_touring_car_championship_record	other	2	0	0
mobile	other	2	0	0
nvc_community	other	2	0	0
light_fixture	other	2	0	0
skill_certificate	other	2	0	0
radio	other	2	0	0
alternative_medical_diagnosis	other	2	0	0
docking_mechanism	other	2	0	0
italian_university_rankings	place	2	0	0
gpcr	other	2	0	0
train_station	place	2	0	0
sports_in_region	other	2	0	0
recording_studio	other	2	0	0
hash_function	other	2	0	0
cricket_biography	person	2	0	0
band	other	2	0	0
scotus_appointments	other	2	1	1
quebecmna	other	2	0	0
international_football_tournament	other	2	0	0
theorem	other	2	0	0
historic_area	other	2	0	0
antibody	other	2	0	0
prince	other	2	1	0
aus_sport_club	other	2	0	0
library_classification	place	2	0	0
content_creator	other	2	0	0
last_name	other	2	0	0
ship_image	artifact	2	0	0
ship_career	artifact	2	0	0
ship_characteristics	artifact	2	0	0
closed_london_station	place	2	0	0
malaysia_school	place	2	0	0
egyptian_governorate	other	2	0	0
police	other	2	0	0
lok_sabha_constituency	pol_mil_organization	2	0	0
animanga/anime	other	2	0	0
new_testament_manuscript	other	2	0	0
uk_disused_station	place	2	0	0
--	other	2	1	0
verkehrsbetrieb	other	2	0	0
wind_farm	other	2	0	0
busline	other	2	0	0
planetarium	other	2	0	0
first_lego_league_challenge	other	2	0	0
scotuk_case	other	2	0	0
presidency	other	2	0	0
un_court_case	other	2	0	0
christian_denominational_family	other	2	0	0
personnalité_militaire	other	2	1	1
accounting_body	other	2	0	0
college_ski_team	place	2	0	0
greek_constituency	pol_mil_organization	2	0	0
pm	other	2	0	0
cpbl_player	other	2	0	0
fiba_3x3_tourney	other	2	0	0
hochschule	other	2	0	0
first_tech_challenge_game	other	2	0	0
rugby_tour	other	2	0	0
weather_event/nchmf	event	2	0	0
pba_team	other	2	0	0
london_cycleway	other	2	0	0
trade_unionist	other	2	0	0
chairman	other	2	0	0
massachusetts_senate_district	other	2	0	0
gletscher	other	2	0	0
government_agency_	pol_mil_organization	2	0	0
verein	other	2	0	0
voie_parisienne	other	2	0	0
medical_school	place	2	0	0
nationalpark	other	2	0	0
tour_rugby_league	other	2	0	0
bus_accident	other	2	0	0
italy_frazione	other	2	0	0
college_water_polo_team	place	2	0	0
revolution	other	2	0	0
vessel	artifact	2	0	0
european_parliament_term	pol_mil_organization	2	0	0
martial_artist/record	person	2	0	0
commonwealth_games_queen's_baton_relay	other	2	0	0
emission_nebula	other	2	0	0
academic_journal	person	2	0	0
fcf_team	other	2	0	0
disney_ride	other	2	0	0
blog	other	2	0	0
ski_resort	other	2	0	0
professor	other	2	0	0
hymn	other	2	0	0
laser_aiming_module	other	2	0	0
bodybuilding_contest	other	2	0	0
turf_race	other	2	0	0
volleyball_game	other	2	0	0
application	other	2	0	0
handball_league	other	2	0	0
medical_test	other	2	0	0
parti_politique_français/couleurs	other	2	1	1
university_department	place	2	0	0
space_mission	other	2	0	0
argon	other	1	0	0
arsenic	other	1	0	0
antimony	other	1	0	0
actinium	other	1	0	0
americium	other	1	0	0
astatine	other	1	0	0
aluminium	other	1	0	0
beryllium	other	1	0	0
boron	other	1	0	0
bromine	other	1	0	0
barium	other	1	0	0
berkelium	other	1	0	0
bohrium	other	1	0	0
carbon	other	1	0	0
chlorine	other	1	0	0
calcium	other	1	0	0
chromium	other	1	0	0
cadmium	other	1	0	0
curium	other	1	0	0
californium	other	1	0	0
caesium	other	1	0	0
dysprosium	other	1	0	0
dubnium	other	1	0	0
europium	other	1	0	0
erbium	other	1	0	0
einsteinium	other	1	0	0
francium	other	1	0	0
fermium	other	1	0	0
gold	other	1	0	0
gallium	other	1	0	0
germanium	other	1	0	0
gadolinium	other	1	0	0
hydrogen	other	1	0	0
helium	other	1	0	0
holmium	other	1	0	0
