infobox_type	proposed_category	count	was_included	include_in_future
nutritional_value	other	170	0	0
sporting_event_organization	pol_mil_organization	170	0	0
trail	other	170	0	0
scc	other	170	0	0
winter_storm_small	event	169	0	0
chess_opening	other	168	0	0
streamer	person	168	1	0
skyline	other	167	0	0
military_gear	other	167	0	0
high_school_student_assessments_in_michigan	place	167	0	0
rugby_league_international_tournament	other	164	0	0
coat_of_arms_wide	other	162	1	1
canadian_parliament	pol_mil_organization	162	0	0
rugby_football_league_challenge_cup	other	162	0	0
winter_sport_world_cup	other	162	0	0
am	other	161	1	0
water_park	place	161	0	0
speedway_grand_prix_event	other	161	0	0
monarchy	other	159	1	0
drug_class	other	158	0	0
arabic_name	other	158	1	1
research_institute	other	157	0	0
castle	place	157	1	0
rugby_league_representative_team	other	157	0	0
eu_legislation	other	156	0	0
festival	other	156	0	0
native_american_leader	other	156	1	0
trolleybus_system	other	156	0	0
element/symbol-to-name	other	155	0	0
waterlock	other	155	0	0
globular_cluster	other	154	0	0
sailing_yacht	other	154	0	0
fictional_race	other	152	1	0
oil_refinery	other	152	0	0
college_softball_team	place	152	0	0
water_transit	other	151	0	0
artist_list	person	151	0	0
state_representative	other	151	1	0
filmography_list	other	151	1	0
ncaa_ice_hockey_tournament	other	151	0	0
former_monarchy	other	150	1	0
football_association	other	150	0	0
album/color	artifact	150	0	0
manhwa	artifact	150	0	0
international_labour_organization_convention	pol_mil_organization	149	0	0
uk_university_rankings	place	148	0	0
retail_market	other	148	0	0
weather_event/history	event	148	0	0
united_states_elections	other	148	0	0
programming_block	other	147	0	0
uk_transmitter	other	147	0	0
museum/wikidata	place	147	0	0
bibliographic_database	other	146	0	0
ballet_company	business	145	0	0
ragam	other	145	0	0
sports_club	other	144	0	0
online_service	other	143	0	0
football_all-ireland	other	143	0	0
limited_overs_final	other	143	0	0
european_rugby_cup_season	other	143	0	0
gp2_round_report	other	142	0	0
national_political_convention	other	141	0	0
fault	other	141	0	0
electronic_payment	other	141	0	0
automobile_platform	artifact	141	0	0
italian_frazione	other	141	0	0
political_system	other	140	0	0
united_nations	pol_mil_organization	140	0	0
pre-modern_nfl_team	other	140	0	0
encyclical	other	139	0	0
snooker_tournament	other	139	0	0
scottish_distillery	other	139	0	0
athletics_club	other	139	0	0
outbreak	event	139	1	0
hurling_all-ireland	other	139	0	0
cinema_market	other	138	0	0
college_football_bowl_game	place	138	0	0
pba_conference	other	138	0	0
graph	other	137	0	0
typeface	other	137	0	0
fbi_ten_most_wanted	other	137	1	0
stage_production	other	137	0	0
novel_series	other	137	0	0
cell	other	136	0	0
archives	other	135	0	0
roller_coaster_extend	other	135	0	0
superbike_race_report	other	135	0	0
college_marching_band	place	134	0	0
lds_biography	person	134	1	1
battle	event	133	1	1
pba_conference_finals	other	133	0	0
mill_building	place	132	0	0
polishcoa	other	132	0	0
ncaa_division_i_men's_basketball_season	other	132	0	0
school_athletics	place	131	0	0
professional_bowler	other	130	0	0
u.s._federal_court	other	129	0	0
ncaa_tournament_yearly	other	129	0	0
horse	other	128	0	0
tennis_player_season	other	128	0	0
american_indian_chief	other	127	1	0
rebbe	person	127	0	0
tractor	other	127	0	0
actress	person	127	1	0
mep	other	127	0	0
physical_quantity	other	126	0	0
parliament	pol_mil_organization	126	1	0
song_contest_country	pol_mil_organization	126	0	0
aerial_lift_line	other	126	1	0
iwi	other	126	0	0
earthquakes_in_year	other	126	0	0
ncaa_basketball_rankings	other	125	0	0
hieroglyphs	other	124	1	1
united_states_congress	other	124	0	0
uk_postcode_area	other	124	0	0
australian_year	other	124	0	0
floorball_club	other	124	0	0
oilfield	other	123	0	0
professional_wrestling_championship	other	123	0	0
futurama_episode	other	123	0	0
twenty20_club_season	other	122	0	0
connector	other	121	0	0
engine	other	120	0	0
fossil	other	120	1	0
mtgset	other	120	0	0
california_state_legislature_district	pol_mil_organization	120	0	0
computer_hardware	artifact	119	0	0
weather_event/imd	event	118	0	0
government	pol_mil_organization	117	0	0
holocaust_event	event	117	0	0
sports_announcer_details	other	117	1	1
actor_awards	person	117	1	1
ncaa_football_rankings	other	117	0	0
rugby_world_cup	other	116	0	0
u.s._presidential_document	other	115	0	0
vg_series	other	115	0	0
sport_supporter_group	other	115	0	0
sports_announcer	other	115	1	0
college_track_and_field_team	place	115	0	0
lego_theme	other	113	0	0
archaeological_site	place	113	1	1
tool	other	112	0	0
olympic_games	other	112	0	0
ski_jumping_hill	other	112	0	0
cardgame	other	111	0	0
launch_pad	other	111	1	0
military_cemetery	place	111	0	0
papal_conclave	other	111	0	0
darts_tournament	other	111	0	0
fia_formula_2_race_report	other	111	0	0
peninsulas	other	110	0	0
national_water_polo_team	other	110	0	0
networking_protocol	concepts	109	0	0
pepper	other	109	0	0
students_union	other	109	1	0
academic_conference	person	109	0	0
computer_virus	other	108	0	0
television_station_dual	place	108	0	0
european_case	other	108	0	0
stanley_cup_final	other	108	0	0
australian_rules_football_grand_final	other	108	0	0
new_zealand_suburbs	other	108	0	0
college_lacrosse_team	place	108	0	0
tournament_season	other	107	0	0
nfl	other	107	0	0
bandy_biography	person	107	1	0
astronomical_survey	other	106	0	0
business_school_rankings	place	106	0	0
calculator	other	106	0	0
archbishop_styles	other	106	0	0
upanishad	other	106	0	0
border	other	105	0	0
radio_station_dual	place	105	0	0
u.s._state_legislation	other	105	0	0
astronomical_event	other	105	0	0
ncaabasketballsinglegame	other	105	0	0
symbol	other	104	0	0
comic	other	104	0	0
first_lady	other	104	0	0
u.s._college_admissions	place	103	0	0
hot_spring	other	103	0	0
soap_character_2	other	103	0	0
manner_of_address	other	102	1	1
time_zone	other	102	0	0
gold_mine	place	102	0	0
film_award	other	102	0	0
algorithm	concepts	101	0	0
us_supreme_court_case	other	101	0	0
airliner_accident	other	101	0	0
pig_breed	other	100	0	0
rugby_club_season	other	100	0	0
media	other	99	0	0
element/symbol-to-z	other	99	0	0
mlb_all-star_game	other	99	0	0
scotland_ward	other	99	0	0
catholic_apparition	other	98	1	0
pahistoric	other	98	1	0
director	other	98	0	0
surah	other	98	0	0
college_volleyball_team	place	98	0	0
galaxy_cluster	other	97	0	0
hrhstyles	other	97	1	1
element/symbol-to-spectral-lines-image	other	97	0	0
emu	other	97	0	0
g.i._joe_character	other	97	0	0
ph_collegiate_finals	other	97	0	0
college_lacrosse_championship	place	97	0	0
gaa_match	other	97	0	0
block_cipher	other	96	0	0
gpu	other	96	0	0
college_mascot	place	96	0	0
medical_details	other	96	1	1
six_nations_championship	other	96	0	0
laboratory_equipment	other	95	0	0
webcomic	other	95	0	0
rail_company	business	95	0	0
plant_disease	other	95	0	0
magic:_the_gathering_player	other	95	1	0
fragrance	other	95	0	0
soccer_club_season	other	95	0	0
electronic_component	other	94	0	0
property_development	other	94	0	0
lcs	other	94	0	0
basketball_player	other	94	1	0
pigeonbreed	other	93	0	0
month	other	92	0	0
clothing_item	other	92	0	0
os_version	other	92	0	0
campground	other	92	1	0
thoroughbred_racehorse	other	92	0	0
international_softball_tournament	other	92	0	0
cross_country_championships	pol_mil_organization	92	0	0
eruption	event	91	0	0
raga	other	91	0	0
mosque	place	91	0	0
boxingmatch	other	91	0	0
motorway_services	other	91	0	0
robot	other	90	0	0
road_list	place	90	0	0
constellation	other	89	0	0
mass_murderer	person	89	1	1
baseball_hall_of_fame_ballot	other	89	0	0
mla	other	89	1	0
water_ride	other	89	0	0
world_rx_event_report	other	89	0	0
machine	other	88	0	0
composer	person	88	1	0
nba_all-star_game	other	88	0	0
novella	artifact	87	0	0
pageant	other	87	0	0
rugby_union_tour	other	87	0	0
catalan_city_demography	place	87	1	1
personal_computer	artifact	86	0	0
judo_technique	other	86	0	0
farm	other	86	1	0
swimming_pool	other	86	0	0
nfl_single_game	other	86	0	0
vietnamese	other	85	1	1
goat_breed	other	85	0	0
whisky_distillery	other	85	0	0
cluster	other	85	0	0
tornado_year	event	84	0	0
pba_season_league	other	84	0	0
pba_season2	other	84	0	0
nbl_season	other	84	0	0
rock	other	83	0	0
rabbi	other	83	0	0
software_license	other	82	1	0
rail_network	other	82	0	0
knot	other	82	0	0
year_in_spaceflight	other	82	0	0
pool_tournament	other	82	0	0
country_geography	pol_mil_organization	81	0	0
royal_house	pol_mil_organization	81	0	0
tea	other	81	0	0
education	other	81	0	0
weather_event/fms	event	81	0	0
world_series_expanded	other	80	0	0
internet_exchange_point	other	80	0	0
baseball_game	other	80	0	0
people	other	80	1	0
bibliography	other	80	1	0
superfund	other	79	0	0
papal_document	other	79	0	0
weather_event/winter_storm	event	79	0	0
handball_league_season	other	79	0	0
buddha	other	78	0	0
textile	other	78	0	0
chess_match	other	78	0	0
philippine_partylist_group	other	78	0	0
mma_event_(road_fc)	place	78	0	0
russian_federal_subject	other	77	1	0
olympic_sport	other	77	0	0
lymph	other	77	0	0
rugby_league_cup	other	77	0	0
weather_event/bom	event	77	0	0
mathematical_statement	person	76	0	0
cpu_architecture	other	76	0	0
space_agency	other	76	0	0
boat_race	other	76	0	0
network	other	76	0	0
water_supply_and_sanitation	other	76	0	0
international_floorball_competition	other	76	0	0
gp3_round_report	other	76	0	0
time_zone_country	pol_mil_organization	76	0	0
viceroy_styles	other	75	1	1
photographic_film	artifact	75	0	0
congressman	other	75	1	0
weather_event/storm	event	75	0	0
v8_supercar_record	other	75	0	0
bio	other	75	1	0
international_netball_competition	other	75	0	0
performing_art	other	74	0	0
comics_team_and_title	other	74	0	0
baseball_championship_series	other	74	0	0
hut	other	74	0	0
pro_bowl	other	74	0	0
site_of_special_scientific_interest	place	74	0	0
new_zealand_electorate	other	74	0	0
individual_strongman_competition	other	74	0	0
maryland_state_legislature_district	pol_mil_organization	74	0	0
postage_stamp	artifact	73	1	0
advertising	other	73	0	0
parliamentary_group	other	73	0	0
national_beach_handball_team	place	73	0	0
song_contest_national_year/year	other	73	0	0
emblem_wide	other	72	1	1
highway_system	other	72	0	0
american_football_tournament_season	other	72	0	0
snooker_season	other	72	0	0
cryptocurrency	other	72	1	0
owl_season	other	72	0	0
vafa_season	other	72	0	0
political_division	other	71	1	0
multichoice_referendum	event	71	1	1
women	other	71	0	0
debate	other	71	0	0
bus	other	71	0	0
sport_horse	other	71	0	0
shinty_club	other	71	0	0
victorian_football_season	other	71	0	0
germany_university_rankings	place	70	0	0
european_cup_rugby_season	other	70	0	0
business_park	place	70	0	0
netball_team	other	70	0	0
drums_corps	other	70	0	0
indy500	other	70	0	0
ucr	other	69	1	1
athletics_event	other	69	0	0
bantu_name	other	69	1	1
recurring_sailing_competition	other	69	0	0
weather_event/extratropical	event	69	0	0
sport_club	other	69	0	0
basketball_final	other	69	0	0
particle	other	68	0	0
pharaoh/serekh	person	68	1	1
livery_company	business	68	0	0
mathematician	person	68	1	0
california_supreme_court_case	other	68	0	0
urban_development_project	other	68	0	0
themed_area	other	68	0	0
fabergé_egg	other	68	0	0
mpbl_season	other	68	0	0
k-pop_artist_awards/customs	person	68	0	0
fictional_vehicle	other	67	0	0
archbishop	other	67	1	0
pipe_band	other	67	0	0
martial_arts_tournament	other	67	0	0
philcollfinals	other	67	0	0
japan_series	other	67	0	0
motorsport_season	other	67	0	0
netball_team_season	other	67	0	0
custom_computer	artifact	66	0	0
united_nations_membership	pol_mil_organization	66	0	0
tram	other	66	0	0
rugby_league_tour	other	66	0	0
lds_in_country	pol_mil_organization	66	0	0
car	other	65	0	0
ice_hockey_tournament_season	other	65	0	0
curling_club	other	65	0	0
cannabis_overview	other	65	0	0
indonesian_political_party	pol_mil_organization	64	0	0
military_rating	other	64	0	0
disaster	event	63	0	0
climbing_route	other	63	0	0
writer/wikidata	person	63	0	0
state_senator	other	63	1	0
gaelic_games_county_team	other	63	0	0
fia_formula_3_race_report	other	63	0	0
protocol	other	62	0	0
storage_medium	other	62	0	0
furniture	other	62	0	0
national_paralympic_committee	other	62	0	0
former_nascar_team	other	62	1	0
super_rugby_season	other	62	0	0
college_softball_season	place	62	0	0
cvg_system	other	61	0	0
isotope	other	61	0	0
diamond	other	61	0	0
industrial_process	other	61	0	0
heraldry	other	61	0	0
us_ambassador	person	61	1	0
khl_team	other	61	0	0
women_by_region	other	61	0	0
u.s._cabinet	other	60	1	1
oil_spill	event	60	1	0
bible_translation	other	60	0	0
albanian_settlement	place	60	0	0
beer	other	60	0	0
docks	other	60	0	0
weather_event/blizzard	event	60	0	0
interbank_network	other	60	0	0
rugby_league	other	60	0	0
squash_team	other	60	0	0
dependency	other	59	1	0
famine	event	59	0	0
premiership	other	59	1	1
lunar_mare	other	59	0	0
koryu	other	59	0	0
law_enforcement_operation	pol_mil_organization	59	0	0
canadianmp	other	59	0	0
horse_person	person	59	0	0
genome	other	58	0	0
fictional_artifact	artifact	58	0	0
index	other	58	0	0
financial_index	other	58	0	0
fusion_devices	other	58	0	0
union_by_country	pol_mil_organization	58	0	0
station/ni_railways	place	58	0	0
rdt	other	58	0	0
steam_tender	other	58	0	0
television_awards	artifact	58	0	0
geopolitical_organisation	pol_mil_organization	57	0	0
wintersport_world_cup	other	57	0	0
arizona_legislature	pol_mil_organization	57	0	0
nhl_team	other	56	0	0
rocket_stage	artifact	56	0	0
philippine_political_party	pol_mil_organization	56	0	0
tv_advert	other	56	0	0
daytona_500	other	56	0	0
vfa_season	other	56	0	0
filesystem	other	55	0	0
animanga/audio	other	55	0	0
ferry_route	other	55	1	0
gaelic_games_county_board	other	55	0	0
nepalese_political_party	pol_mil_organization	55	1	0
buddhist_term	other	54	1	0
missions	other	54	0	0
martial_art_school	place	54	1	0
pali_text	other	54	0	0
heat_event	other	54	0	0
baseball_player	other	54	0	0
college_football_bowl_games	place	54	0	0
national_motorcycle_speedway_team	artifact	54	0	0
human	other	54	0	0
early_american_football_team_season	other	54	0	0
wec_race	other	54	0	0
roman_emperor	person	53	0	0
submarine_communications_cable	other	53	0	0
comics_species	other	53	0	0
room	other	53	0	0
u.s._congressional_committee	other	53	0	0
spacecraft_instrument	artifact	53	0	0
national_netball_team	other	53	0	0
korean_film_name	artifact	53	0	0
v8_supercar_team	other	53	0	0
u.s._presidential_elections_by_state	other	53	0	0
college_ice_hockey_season	place	53	0	0
space_program	other	52	0	0
essay	other	52	0	0
popestyles	other	52	0	0
sedimentary_basin	other	52	0	0
tectonic_plate	other	52	0	0
circus	other	52	1	0
rocket_launch	other	52	0	0
attraction_model	person	52	0	0
kana	other	52	0	0
ncaa_division_ii_season	other	52	0	0
chemical_analysis	other	51	0	0
australian_university_ranking	place	51	0	0
piercing	other	51	0	0
united_states_code	other	51	0	0
stadium/tenantlist	place	51	0	0
basketball_tournament_at_games	other	51	0	0
crown	other	51	0	0
steam_wheel_arrangement	other	51	0	0
grand_lodge	other	51	0	0
uk_racecourse	other	51	0	0
law	other	51	0	0
lds_in_state	other	51	0	0
camogie_all-ireland	other	51	0	0
u.s._state	other	50	0	0
diving_equipment	other	50	0	0
super_bowl	other	50	0	0
cloud	other	50	0	0
professional_wrestling_team	other	50	0	0
transmitter	other	50	0	0
korean_television_name	artifact	50	0	0
bay	place	50	0	0
waka	other	50	0	0
rugby_match	other	50	0	0
darts_team	other	50	0	0
micronation	other	49	1	0
peninsula	other	49	0	0
research_project	other	49	0	0
photographer	other	49	1	0
disney_resort	other	49	0	0
transliteration	other	49	1	0
weather_event/mfr	event	49	0	0
bandy_team	other	49	0	0
international_lacrosse_competition	other	49	0	0
kantar_rating	other	49	0	0
grand_national_assembly_of_turkey_electoral_district	other	49	0	0
halacha	other	48	0	0
malware	other	48	1	0
catbreed	other	48	0	0
americas_cup_yacht	other	48	0	0
hockey_league	other	48	0	0
original_english_manga	artifact	48	0	0
swim_meet	other	48	0	0
state_of_origin_series	other	48	0	0
footballer	person	48	1	1
winter_storm	event	48	0	0
future_infrastructure_project	other	47	1	0
bug	other	47	0	0
rail_companies	other	47	0	0
martyrs	other	47	1	0
lds	other	47	0	0
motorcycle_club	artifact	47	0	0
sea_games_event	other	47	0	0
rally_raid	other	47	0	0
national_korfball_team	other	47	0	0
indic_letter	other	47	0	0
english_county	other	46	0	0
medical_intervention_(new)	other	46	0	0
musical_scale	other	46	0	0
cat_breed	other	46	0	0
model_rail_scale	person	46	0	0
grappling_hold	other	46	0	0
badminton_tournament	other	46	0	0
ortsteil_einer_gemeinde_in_deutschland	other	46	0	0
czech_senate_district	other	46	0	0
literary_genre	other	45	0	0
microanatomy	other	45	0	0
nuclear_reactor	other	45	0	0
chinese_university_ranking	place	45	0	0
mascot	other	45	0	0
olympic_torch_relay	other	45	0	0
nfl_game	other	45	0	0
softball_team	other	45	0	0
ncaa_division_i_women's_volleyball_tournament	other	45	0	0
moscow_city_duma_constituency	pol_mil_organization	45	0	0
ecumenical_council	other	44	0	0
material	other	44	0	0
comics_in_other_media	other	44	0	0
medal_templates	other	44	1	1
collection	other	44	0	0
bottled_water	other	44	0	0
london_ward	other	44	0	0
national_softball_team	other	44	0	0
universiade_sport	other	44	0	0
year_in_combat_sports	other	44	0	0
continent	other	43	0	0
f1_engine_manufacturer	other	43	0	0
grand_prix_motorcycle_team	artifact	43	0	0
tram_route	other	43	0	0
comedy_group	other	43	0	0
years_in_athletics	other	43	0	0
asian_games_sport	other	43	0	0
ncaa_softball_tournament	other	43	0	0
ncaa_football_tournament	other	43	0	0
ncaa_sports_season	other	43	0	0
birth_control	other	42	0	0
space_station	place	42	0	0
fictional_organisation	pol_mil_organization	42	0	0
neuron	other	42	0	0
supernova	other	42	0	0
cycling_hill_climb	other	42	0	0
military_attack	event	42	1	0
association	other	42	0	0
aqueduct_navigable	other	42	0	0
manhua	other	42	0	0
league_system	other	42	0	0
senator	other	42	0	0
college_tennis_team	place	42	0	0
olympic_athletics_event	other	42	0	0
ncaa_softball_season	other	42	0	0
indian_state_or_territory	other	41	0	0
president_styles	person	41	1	1
pyramid	other	41	0	0
medical_specialty	other	41	0	0
diacritic	other	41	0	0
meteorite_subdivision	other	41	0	0
nonprofit	other	41	0	0
indy500_1911to1941	other	41	0	0
garden	other	41	0	0
civil_servant	other	41	1	0
asian_games_event	other	41	0	0
ncaa_division_i_ice_hockey_rankings	other	41	0	0
data_structure	other	40	0	0
country_languages	pol_mil_organization	40	1	0
interval	other	40	0	0
audio_drama	other	40	0	0
wot_detainees	other	40	0	0
house	other	40	0	0
artificial_fly	other	40	0	0
village	place	40	0	0
railroad	other	40	0	0
electionph	other	40	0	0
climax_series	other	40	0	0
new_jersey_state_legislature_district	pol_mil_organization	40	0	0
european_parliament_group	pol_mil_organization	39	0	0
gridiron_football_team	other	39	0	0
halftime_show	other	39	0	0
protest	event	39	0	0
tibetan-chinese	other	39	1	0
swc_event	other	39	0	0
education_in_country	pol_mil_organization	38	0	0
electricity_sector	other	38	0	0
tunisian_political_party	pol_mil_organization	38	0	0
dmu	other	38	0	0
vfl_season	other	38	0	0
anglican_province	other	38	0	0
basketball_team	other	38	0	0
swim_team	other	38	0	0
urban_development	other	38	1	0
desalination_plant	other	38	0	0
youth_olympic_sport	other	38	0	0
nfl_team	other	37	0	0
computer_hardware_bus	artifact	37	0	0
martial_art_group	other	37	0	0
national_rugby_union	other	37	0	0
ambulance_company	business	37	0	0
wheelchair_tennis_player	other	37	0	0
sw_comics	other	37	0	0
ncaa_division_i_fbs_season	other	37	0	0
americas_cup_competition	other	37	0	0
ski_tour_report	other	37	0	0
national_lacrosse_team	other	37	0	0
naia_football_season	other	37	0	0
australian_ward	other	37	0	0
cabinet_members	other	36	1	1
distributed_computing_project	other	36	0	0
integer_sequence	other	36	0	0
individual_space_vehicle	other	36	0	0
graphics_processing_unit	other	36	0	0
space_station_module	place	36	0	0
tractate	other	36	0	0
marching_band	other	36	0	0
triathlete	other	36	0	0
donkey	other	36	0	0
philgenchamp	other	36	0	0
sports_match	other	36	0	0
paralympic_sport	other	36	0	0
phrase	other	35	0	0
place_geography	other	35	0	0
soil	other	35	0	0
chord	other	35	0	0
japanese_university_ranking	place	35	0	0
olympic_bid	other	35	0	0
international_ice_hockey_federation_nation	other	35	0	0
player_of_english_billiards	other	35	1	0
professional_wrestling_promotion	other	35	0	0
brazilian_carnival	other	35	0	0
college_golf_team	place	35	0	0
shinto_shrine	place	35	1	0
curling_competition	other	35	0	0
motion	other	34	0	0
grandslamtournamentsdisciplines	other	34	0	0
nflchamp	other	34	0	0
impeachment_process	other	34	1	0
scotus_cjcourt	other	34	0	0
olive_cultivar	other	34	0	0
hockey_awards	other	34	0	0
squash_wsf_tournament	other	34	0	0
uksc_case	other	34	0	0
wnbl_team_season	other	34	0	0
alternative_medicine	other	33	0	0
film_movement	other	33	0	0
web_browser	other	33	0	0
meteor_shower	other	33	0	0
medical_equipment	other	33	0	0
brewery/beerdata	business	33	0	0
certification_mark	other	33	0	0
lt_governor	person	33	0	0
gridiron_football_single_game	other	33	0	0
mosconi_cup	other	33	0	0
national_afl_team	other	33	0	0
world_netball_championship	other	33	0	0
royal	person	32	1	1
cultural_movement	concepts	32	0	0
pretender	other	32	1	0
pre-columbian_site	place	32	1	0
road/browselinks/can	place	32	0	0
us_cabinet	other	32	0	0
nycs_service	other	32	0	0
lottery	other	32	0	0
civilian_award	other	32	0	0
vg_online_service	other	32	0	0
administrative_divisions_of_china	other	32	0	0
college_wrestling_team	place	32	0	0
international_american_football_tournament	other	32	0	0
sgp_season	other	32	0	0
distillery	other	32	0	0
albanian_place	other	32	0	0
belgian_bowl	other	32	0	0
f1_nationality	other	32	0	0
tcr_international_series_round_report	other	32	0	0
rugby_europe_international_championships	other	32	0	0
colour	other	31	0	0
punctuation_mark	other	31	0	0
presidential_government	pol_mil_organization	31	0	0
south_korean_university_ranking	place	31	0	0
gem	other	31	0	0
sea	other	31	0	0
probability_distribution	other	31	0	0
encryption_method	concepts	31	0	0
animal_breed	other	31	0	0
video_game_online_service	artifact	31	0	0
weather_event/sshws	event	31	0	0
esports_player	person	31	0	0
professional_wrestling_event_series	other	31	0	0
wtcc_race	other	31	0	0
uaap_team_season	other	31	0	0
paris_by_night	other	31	0	0
mlb	other	30	0	0
nsp	other	30	0	0
settlement_(albanian)	place	30	0	0
noble_family	person	30	0	0
greyhound	other	30	0	0
oha_team	other	30	0	0
college_gymnastics_team	place	30	0	0
arizona_state_legislature_district	pol_mil_organization	30	0	0
particle_accelerator	other	29	0	0
chipset	other	29	0	0
aqueduct	other	29	0	0
city	place	29	0	0
sorority	other	29	0	0
cable	other	29	0	0
square	other	29	0	0
a1_grand_prix_team	other	29	0	0
college_cross_country_team	pol_mil_organization	29	0	0
rugby_league_football_match_(quarters)	other	29	0	0
identifier	other	28	0	0
nc_name	other	28	1	0
bible_chapter	other	28	0	0
library/wikidata	place	28	0	0
concept	other	28	0	0
stanley_cup_finals	other	28	0	0
vg_system	other	28	0	0
weather_event/mf	event	28	0	0
russian_settlement	place	28	0	0
reactor	other	28	0	0
american_championship_car_season	other	28	0	0
file_system	other	27	0	0
battery	other	27	0	0
physician	person	27	0	0
climbing_area	other	27	0	0
acquisition	other	27	0	0
watch	other	27	0	0
australian_government	pol_mil_organization	27	0	0
ncaa_basketball_game	other	27	0	0
java_version	other	27	0	0
naia_division_i_football_season	other	27	0	0
naia_division_ii_football_season	other	27	0	0
comics_nationality	other	26	0	0
comics_elements	other	26	0	0
cryptographic_hash_function	concepts	26	0	0
f1_team	other	26	0	0
expedition	other	26	1	0
quasar	other	26	0	0
road/shieldmain/can	place	26	0	0
performing_arts_company	business	26	0	0
egyptian_pyramid	other	26	0	0
hokkien_name	other	26	1	0
dual_roller_coaster	other	26	0	0
astronomical_object	other	26	0	0
charity	other	26	0	0
apostolic_exhortation	other	26	0	0
philippine_collegiate_team	other	26	0	0
icehockeyteamseason	other	26	0	0
country_solar_power	pol_mil_organization	26	0	0
philippines_court_case	other	26	1	0
kbo_player	other	26	0	0
ncaa_division_i-aa_season	other	26	0	0
art	other	26	0	0
religious_person	person	25	1	0
standardref	other	25	0	0
pharaoh/prenomen	person	25	1	0
chromosome	other	25	0	0
rune	other	25	0	0
location	other	25	0	0
students'_union	other	25	0	0
train_consist	artifact	25	0	0
nasa_astronaut_group	person	25	0	0
new_york_coa_case	other	25	0	0
paris_metro_line	other	25	0	0
video_games	other	25	0	0
basketball_association	other	25	0	0
nfl_cheerleaders	other	25	0	0
tennis_match	other	25	0	0
national_cerebral_palsy_football_team	other	25	0	0
arizona_territorial_legislature	pol_mil_organization	25	0	0
eucom_spp	other	25	0	0
ncaa_volleyball_conference_tournament	other	25	0	0
mongolian_script_letter	other	25	0	0
switzerland_municipality	place	24	0	0
equilibrium	other	24	0	0
knot_theory	other	24	0	0
martial_art_term	other	24	0	0
chancellor	other	24	0	0
candidate	other	24	1	0
single_nucleotide_polymorphism	other	24	0	0
currency_sign	other	24	0	0
muslim_scholar	person	24	0	0
office	other	24	1	0
sportsperson/wikidata	person	24	0	0
college_swim_team	place	24	0	0
military_personnel	person	24	1	0
theatre/wikidata	other	24	0	0
disc_golfer	person	24	0	0
solar_cycles	other	24	0	0
afl_national_cup	other	24	0	0
national_football_team_season	other	24	0	0
supercomputer	other	23	0	0
russian_city	place	23	0	0
cpu_socket	other	23	0	0
usfl_team	other	23	0	0
governor_general	person	23	0	0
spree_killer	other	23	0	0
icelandic_political_party	pol_mil_organization	23	0	0
region	other	23	0	0
wrestler	person	23	1	1
semitic_letter	other	23	0	0
btcc_record	other	23	0	0
conference	other	23	0	0
scotus_nomination	other	23	0	0
television_crossover_episode	artifact	23	0	0
sports_tournament	other	23	0	0
field_hockey_league_season	other	23	0	0
npf_draft	other	23	0	0
philippine_super_liga_conference	other	23	0	0
netball_quad_series	other	23	0	0
ncaa_philippines_team_season	other	23	0	0
polygon	other	22	0	0
national_flag	other	22	0	0
korean/auto	other	22	1	1
buddhist_temple	place	22	0	0
swimming_association	other	22	0	0
frc_game	other	22	0	0
us_cabinet_official	other	22	0	0
goldfish_breed	other	22	0	0
roller_coaster/extend	other	22	0	0
political_youth_organisation	pol_mil_organization	22	0	0
legal_case	other	22	0	0
real_tennis_player	other	22	0	0
molecular_geometry	other	22	0	0
domestic_cricket_season	other	22	0	0
hymnal	other	22	0	0
hillclimb_venue	place	22	0	0
little_league_world_series_qualification	other	22	0	0
united_states_proposed_legislation	other	22	0	0
ncaa_division_i_fcs_season	other	22	0	0
british_academy_video_games_awards	other	22	0	0
magic:_the_gathering_pro_tour_season	other	22	0	0
figure_skating_element	person	21	0	0
code	other	21	0	0
demographics	other	21	1	1
telecommunications_network	other	21	0	0
nukes	other	21	0	0
computer_hardware_generic	artifact	21	0	0
shooting_sport	other	21	0	0
rare_stamps	other	21	0	0
military_officer	other	21	1	1
olympic_water_polo_tournament	other	21	0	0
derecho	other	21	0	0
former_f1_team	other	21	0	0
sports_conference	other	21	0	0
gaa_overseas_club	other	21	0	0
bus_route	other	21	0	0
comics_creator_biblio	other	21	0	0
snooker_player/century_breaks	person	21	0	0
curling_season	other	21	0	0
cycling_championships	other	21	0	0
college_soccer_season	place	21	0	0
junior_college_football_season	place	21	0	0
software_platform	artifact	20	0	0
hill	other	20	0	0
weather_event/tornado_family	event	20	0	0
tomato_cultivar	other	20	0	0
camera_mount	artifact	20	0	0
exhibition	other	20	0	0
australian_political_party	pol_mil_organization	20	0	0
sports_division	other	20	0	0
fictional_business	other	20	0	0
gotra	other	20	0	0
philippine_college_sports_general_championship	place	20	0	0
road/shieldmain/phl	place	20	0	0
concert_tour	other	20	0	0
visual_artist	person	20	0	0
national_people's_congress	other	20	0	0
canton_de_france	other	20	0	0
national_kabaddi_team	other	20	0	0
tennis_player	other	20	0	0
mlb_home_run_derby	other	20	0	0
synchronized_skating_team	other	20	0	0
ncaa_division_i_ice_hockey_season	other	20	0	0
football_club_season2	other	20	0	0
pan_american_games_bid	other	20	0	0
beach	place	20	0	0
