infobox_type	proposed_category	count	was_included	include_in_future
stage_production	other	26	0	0
cattle_breed	other	26	0	0
telescope	artifact	26	0	0
world's_fair	other	26	0	0
border	other	26	0	0
pipeline	other	26	0	0
protest	event	26	0	0
rdt	other	26	0	0
tour_rugby	other	26	0	0
poultry_breed	other	26	0	0
darts_tournament	other	26	0	0
superbike_race_report	other	26	0	0
pharaoh	person	25	0	0
protein	other	25	0	0
pro_hockey_team	other	25	0	0
mlb_player	person	25	0	0
anatomy	other	25	0	0
super_rugby_season	other	25	0	0
village	place	25	0	0
bug	other	25	0	0
gaa_league	other	25	0	0
baseball_game	other	25	0	0
netball_team	other	25	0	0
football_association	other	25	0	0
egyptian_tomb	other	25	0	0
rfam	other	25	0	0
fossil	other	25	0	0
mongolian_script_letter	other	25	0	0
wnbl_team_season	other	24	0	0
tornado_year	event	24	0	0
medieval_text	other	24	0	0
martial_arts_tournament	other	24	0	0
textile	other	24	0	0
ipa	other	23	0	0
operational_plan	other	23	0	0
residential_college	place	23	0	0
command_structure	other	23	1	0
computer_hardware	artifact	23	0	0
baseball_championship_series	other	23	0	0
station/header_korail	place	23	0	0
mayor	person	23	0	0
rugby_world_cup	other	23	0	0
impeachment_process	other	23	0	0
bibliography	other	23	0	0
pepper	other	23	0	0
earthquakes_in_year	other	23	0	0
campground	other	23	0	0
chess_match	other	23	0	0
six_nations_championship	other	23	0	0
russian_district	place	23	1	0
law_enforcement_operation	pol_mil_organization	23	0	0
netball_quad_series	other	23	0	0
softball_team	other	23	0	0
road/shieldmain/usa	place	23	0	0
distillery	other	23	0	0
desalination_plant	other	23	0	0
ncaa_philippines_team_season	other	23	0	0
collection	other	22	0	0
uaap_team_season	other	22	0	0
individual_space_vehicle	other	22	0	0
car	other	22	0	0
parliament	pol_mil_organization	22	0	0
swiss_town	place	22	0	0
tennis_cup_team	other	22	0	0
photographer	other	22	0	0
kbo_player	other	22	0	0
monarchy	other	21	1	0
dot-com_company	business	21	0	0
sports_announcer_details	other	21	1	0
robot	other	21	0	0
australian_electorate	other	21	0	0
european_case	other	21	0	0
college_football_bowl_game	place	21	0	0
ncaa_basketball_game	other	21	0	0
early_american_football_team_season	other	21	0	0
square	other	21	0	0
ncaa_volleyball_conference_tournament	other	21	0	0
railroad	other	21	0	0
australian_ward	other	21	0	0
junior_college_football_season	place	21	0	0
fictional_race	other	20	0	0
rugby_europe_international_championships	other	20	0	0
nfl_game	other	20	0	0
medal_templates	other	20	1	0
national_rugby_team	other	20	0	0
windmill	other	20	0	0
weather_event/history	event	20	0	0
mathematician	person	20	0	0
professional_wrestling_championship	other	20	0	0
galaxy_cluster	other	20	0	0
rugby_union_tour	other	20	0	0
international_floorball_competition	other	20	0	0
climbing_route	other	20	0	0
snooker_season	other	19	0	0
typeface	other	19	0	0
scottish_island	place	19	0	0
sport_supporter_group	other	19	0	0
exchange	other	19	0	0
lds_in_country	pol_mil_organization	19	0	0
halftime_show	other	19	0	0
conference	other	19	0	0
os_version	other	19	0	0
tibetan_buddhist_monastery	place	19	0	0
weather_event/bom	event	19	0	0
boat_race	other	19	0	0
song/color	artifact	19	0	0
ballet_company	business	18	0	0
essay	other	18	0	0
acquisition	other	18	0	0
player_of_english_billiards	other	18	0	0
go_player	person	18	0	0
union_by_country	pol_mil_organization	18	0	0
oil_spill	event	18	0	0
trolleybus_system	other	18	0	0
space_program	other	18	0	0
curling_club	other	18	0	0
rebbe	person	18	0	0
famine	event	18	0	0
korean_film_name	artifact	18	0	0
united_nations	pol_mil_organization	18	0	0
philippine_political_party	pol_mil_organization	18	0	0
mma_event_(road_fc)	place	18	0	0
composer	person	18	1	1
albanian_place	other	18	0	0
speedway_league_season	other	18	0	0
esports_player	person	18	0	0
t1_league_season	other	18	0	0
drums_corps	other	18	0	0
month	other	18	0	0
national_water_polo_team	other	17	0	0
mass_murderer	person	17	1	1
graphics_processing_unit	other	17	0	0
nhs_organisation	pol_mil_organization	17	0	0
economy	other	17	0	0
native_american_leader	other	17	1	0
airliner_accident	other	17	1	0
circus	other	17	0	0
lunar_crater	other	17	0	0
scc	other	17	0	0
former_monarchy	other	17	0	0
indonesian_political_party	pol_mil_organization	17	0	0
weather_event/mfr	event	17	0	0
business_park	place	17	0	0
whisky_distillery	other	16	0	0
cardinal_styles	other	16	0	0
bandy_biography	person	16	1	0
national_political_convention	other	16	0	0
aircraft_accident	event	16	0	0
launch_pad/pad	other	16	0	0
military_attack	event	16	0	0
astronomical_object	other	16	0	0
climax_series	other	16	0	0
rc_car_race_report	other	16	0	0
pba_conference	other	16	0	0
electionph	other	16	0	0
literary_genre	other	16	0	0
protocol	other	16	0	0
tram	other	16	0	0
swim_meet	other	16	0	0
beach	place	16	0	0
academic_conference	person	16	0	0
united_states_elections	other	16	0	0
hawaii_territorial_legislature	pol_mil_organization	16	0	0
real_tennis_player	other	16	0	0
sports_tournament	other	16	0	0
mascot	other	16	0	0
odissi_raga	other	16	0	0
noble_family	person	16	0	0
parish_pt	other	16	0	0
international_lacrosse_competition	other	16	0	0
afl_queensland_season	other	16	0	0
fusion_devices	other	15	0	0
wintersport_world_cup	other	15	0	0
nonprofit	other	15	0	0
professional_wrestling_promotion	other	15	0	0
garden	other	15	0	0
athletics_series	other	15	0	0
patriarch	person	15	0	0
drug_class	other	15	0	0
professional_wrestling_event_series	other	15	0	0
novella	artifact	15	0	0
highway_system	other	15	0	0
cross_country_championships	pol_mil_organization	15	0	0
papal_document	other	15	0	0
ski_jumping_hill	other	15	0	0
waterlock	other	15	0	0
bible_translation	other	15	0	0
performing_art	other	15	0	0
bus	other	15	0	0
association	other	15	0	0
mill_building	place	15	0	0
quasar	other	15	0	0
pvl_conference	other	15	0	0
united_nations_membership	pol_mil_organization	15	0	0
baseball_league_division_series	other	14	0	0
pba_conference_finals	other	14	0	0
biodatabase	other	14	0	0
ncaa_division_i_ice_hockey_rankings	other	14	0	0
russian_settlement	place	14	0	0
baseball_league_championship_series	other	14	0	0
place_demographics	other	14	0	0
nuclear_reactor	other	14	0	0
first_lady	other	14	0	0
catholic_apparition	other	14	0	0
rugby_league_football_match_(quarters)	other	14	0	0
clan	pol_mil_organization	14	0	0
weather_event/fms	event	14	0	0
king	person	14	1	0
connector	other	14	0	0
thoroughbred_racehorse	other	14	0	0
national_paralympic_committee	other	14	0	0
port-of-entry	place	14	0	0
bay	place	14	0	0
location	other	14	0	0
peer	other	14	0	0
pre-modern_nfl_team	other	14	0	0
cricket_final	other	14	0	0
recurring_sailing_competition	other	14	0	0
deutsche_tourenwagen_masters_round_report	other	14	0	0
malware	other	14	1	0
expedition/wikidata	other	14	0	0
tpbl_season	other	14	0	0
exhibition	other	14	0	0
law_school	place	13	0	0
network_service_provider	other	13	0	0
sport_horse	other	13	0	0
launch_pad	other	13	0	0
college_soccer_team	place	13	0	0
debate	other	13	0	0
vg_series	other	13	0	0
settlement/wikidata	place	13	0	0
sedimentary_basin	other	13	0	0
rocket_stage	artifact	13	0	0
cbb_team	other	13	0	0
canadian_football_game	other	13	0	0
future_infrastructure_project	other	13	0	0
ministry	other	13	0	0
canton_de_france	other	13	0	0
vietnamese	other	13	1	0
laboratory_equipment	other	13	0	0
station/header_sms	place	13	0	0
encyclical	other	13	0	0
muslim_scholar	person	13	0	0
united_states_presidential_transition	other	13	0	0
olympic_gymnastics_event	other	13	0	0
korean/auto	other	13	1	0
cabinet	other	13	0	0
cloud	other	13	0	0
basketball_player	other	13	1	0
concert_tour	other	13	0	0
national_lacrosse_team	other	13	0	0
supernova	other	13	0	0
hokkien_name	other	13	1	0
college_football_bowl_games	place	13	0	0
tasmanian_football_season	other	13	0	0
winter_sport_world_cup	other	12	0	0
weather_event/sshws	event	12	0	0
latter_day_saint_biography	person	12	0	0
israel_village	place	12	0	0
college_football_season	place	12	0	0
horse_person	person	12	0	0
globular_cluster	other	12	0	0
ski_tour_report	other	12	0	0
college_soccer_season	place	12	0	0
rally_raid	other	12	0	0
biathlon_championships	other	12	0	0
olympic_bid	other	12	0	0
ortsteil_einer_gemeinde_in_deutschland	other	12	0	0
sheep_breed	other	12	0	0
emu	other	12	0	0
lgbt_rights	other	12	0	0
college_lacrosse_team	place	12	0	0
chess_opening	other	12	0	0
expedition	other	12	1	0
international_american_football_tournament	other	12	0	0
physician	person	12	0	0
scotus_nomination	other	12	0	0
ncaa_soccer_rankings	other	12	0	0
archbishop_styles	other	12	0	0
premiership	other	12	0	0
gridiron_football_team	other	12	0	0
visual_artist	person	12	0	0
rail_accident	event	12	0	0
crown	other	12	0	0
martial_art_school	place	12	0	0
pirate	person	12	0	0
word	other	12	0	0
dogbreed	other	12	0	0
grandslamtournamentsdisciplines	other	12	0	0
cultural_movement	concepts	12	0	0
nigeria_federal_constituency	pol_mil_organization	12	0	0
philippine_college_sports_general_championship	place	11	0	0
rail_company	business	11	0	0
hut	other	11	0	0
equestrian_championships	person	11	0	0
nutritional_value	other	11	0	0
genome	other	11	0	0
grand_prix_motorcycle_team	artifact	11	0	0
writer/wikidata	person	11	0	0
research_project	other	11	1	0
fencing_competition	other	11	0	0
winter	other	11	0	0
tv_advert	other	11	0	0
performing_arts_company	business	11	0	0
indian_elections	other	11	0	0
video_games	other	11	0	0
adult_biography	person	11	0	0
tool	other	11	0	0
pba_season_league	other	11	0	0
us_legislation	other	11	0	0
national_beach_handball_team	place	11	0	0
civil_servant	other	11	0	0
font	other	11	0	0
u.s._county	other	11	0	0
fragrance	other	11	0	0
bus_route	other	11	0	0
phrase	other	11	0	0
urban_development	other	11	0	0
olympic_torch_relay	other	11	0	0
library/wikidata	place	11	0	0
olympic_athletics_event	other	11	0	0
college_athletics	place	11	0	0
germany_university_rankings	place	11	0	0
sports_governing_body	other	11	0	0
ice_hockey_tournament_season	other	11	0	0
probability_distribution	other	11	0	0
song_contest_country	pol_mil_organization	11	0	0
app	other	11	0	0
office	other	11	1	0
philippine_school_volleyball_team	place	11	0	0
college_football_playoff	place	11	0	0
war	event	11	1	1
ncaa_wrestling_tournament/event	other	11	0	0
pigeonbreed	other	11	0	0
truck	other	11	0	0
spaceflight/instruments	other	10	0	0
new_zealand_suburbs	other	10	0	0
themed_area	other	10	0	0
group	other	10	0	0
custom_computer	artifact	10	0	0
television_crossover_episode	artifact	10	0	0
hill	other	10	0	0
multichoice_referendum	event	10	0	0
ncaa_division_i_ice_hockey_season	other	10	0	0
algorithm	concepts	10	0	0
heritage_railway	other	10	0	0
south_asian_games_event	other	10	0	0
grand_lodge	other	10	0	0
state_of_origin_series	other	10	0	0
speech	other	10	0	0
marine_ecoregion	other	10	0	0
motorcycle_club	artifact	10	0	0
industrial_process	other	10	0	0
road_list	place	10	0	0
cabinet_members	other	10	0	0
weather_event/blizzard	event	10	0	0
americas_cup_competition	other	10	0	0
college_lacrosse_championship	place	10	0	0
mtgset	other	10	0	0
city	place	10	0	0
ice_show	other	10	0	0
manner_of_address	other	10	1	0
icehockeyteamseason	other	10	0	0
american_football_game	other	10	0	0
soccer_country_season	pol_mil_organization	10	0	0
northern_territory_football_season	other	10	0	0
prime_minister	person	9	0	0
ngo	other	9	0	0
networking_protocol	concepts	9	0	0
gem	other	9	0	0
gpu_microarchitecture	other	9	0	0
interventions	other	9	1	0
machine	other	9	0	0
apostolic_exhortation	other	9	0	0
character_encoding	other	9	0	0
f1_engine_manufacturer	other	9	0	0
new_zealand_electorate	other	9	0	0
college_golf_team	place	9	0	0
national_people's_congress	other	9	0	0
royal_house	pol_mil_organization	9	0	0
military_personnel	person	9	1	0
doctor	person	9	0	0
space_agency	other	9	0	0
tropical_cyclone_season	event	9	0	0
military_officer	other	9	1	0
guitar_model	person	9	0	0
geopolitical_organisation	pol_mil_organization	9	0	0
college_tennis_team	place	9	0	0
college_cross_country_team	pol_mil_organization	9	0	0
house	other	9	0	0
artificial_fly	other	9	0	0
nature_reserve	other	9	0	0
national_football_team_season	other	9	0	0
bibliographic_database	other	9	0	0
ragam	other	9	0	0
world_netball_championship	other	9	0	0
nippon_professional_baseball_season	other	9	0	0
bank	other	9	0	0
national_indoor_hockey_team	other	9	0	0
capoeira_technique	other	9	0	0
synagogue	other	9	0	0
table_tennis_event	other	9	0	0
chile_cabinet	other	9	0	0
animal_breed	other	8	0	0
buddhist_temple	place	8	0	0
political_youth_organisation	pol_mil_organization	8	0	0
tennis_match	other	8	0	0
supercomputer	other	8	0	0
f1_driver	person	8	1	0
naia_football_season	other	8	0	0
buddha	other	8	0	0
wrestler	person	8	0	0
film_director	artifact	8	0	0
youth_olympic_sport	other	8	0	0
religious_biography/wikidata	person	8	0	0
water_ride	other	8	0	0
dive_site	place	8	0	0
comics_team_and_title	other	8	0	0
under-20_football_all-ireland	other	8	0	0
football_all-ireland	other	8	0	0
political_division	other	8	0	0
india_university_ranking	place	8	0	0
belgium_municipality/geography	place	8	1	0
sailing_yacht	other	8	0	0
bbl_season	other	8	0	0
multigame_series	other	8	0	0
cardinalstyles	other	8	0	0
military	other	8	0	0
united_states_proposed_legislation	other	8	0	0
academic/wikidata	person	8	0	0
medical_details	other	8	1	0
micronation	other	8	0	0
cannabis_overview	other	8	0	0
olympic_games	other	8	0	0
camogie_all-ireland	other	8	0	0
college_sailing_team	place	8	0	0
nuclear_weapons_test	event	8	0	0
state_senator	other	8	0	0
submarine_communications_cable	other	8	0	0
feud	other	8	0	0
npb_season	other	8	0	0
sports_announcer	other	8	0	0
manhua	other	8	0	0
london_ward	other	8	0	0
spree_killer	other	8	0	0
ufl_team	other	8	0	0
badminton_tournament	other	8	0	0
baseball_league_wild_card_series	other	8	0	0
isle_of_man_tt_races	other	8	0	0
national_kho_kho_team	other	8	0	0
scc_cjcourt	other	8	0	0
european_cup_rugby_season	other	7	0	0
ncaa_division_i_fbs_season	other	7	0	0
albanian_settlement	place	7	0	0
ncaa_football_school	place	7	0	0
ncaa_division_ii_season	other	7	0	0
roller_coaster_extend	other	7	0	0
roadside_station	place	7	0	0
wnba_finals_summary	other	7	0	0
sportsperson/wikidata	person	7	0	0
military_cemetery	place	7	0	0
afl_women's_season	other	7	0	0
sgp_season	other	7	0	0
certification_mark	other	7	0	0
daytona_500	other	7	0	0
canadian_leadership_election	event	7	0	0
cfl_player	person	7	0	0
basketball_association	other	7	0	0
college_baseball_team	place	7	0	0
oilfield	other	7	0	0
ncaa_division_i_women's_volleyball_tournament	other	7	0	0
hurling_team_season	other	7	0	0
russian_urban-type_settlement	place	7	0	0
sport_tournament_bid	other	7	0	0
australian_year	other	7	0	0
first_robotics_competition_game	other	7	0	0
f1_team	other	7	0	0
british_academy_video_games_awards	other	7	0	0
ghana_constituency	pol_mil_organization	7	0	0
hrhstyles	other	7	1	0
clinical_trial	other	7	0	0
italian_frazione	other	7	0	0
iwi	other	7	0	0
college_swim_team	place	7	0	0
effects_unit	other	7	0	0
furniture	other	7	0	0
civilian_award	other	7	0	0
rugby_league_cup	other	7	0	0
muslim_leader	person	7	0	0
audio_drama	other	7	0	0
windstorm_season	event	7	0	0
wheelchair_tennis_player	other	7	0	0
author_bibliography	person	7	0	0
room	other	7	0	0
sars-cov-2_variant	other	7	0	0
minor_football_all-ireland	other	7	0	0
horse	other	7	0	0
students'_union	other	7	0	0
cluster	other	7	0	0
lunar_eclipse	other	7	0	0
influencer	person	7	0	0
historical_site	place	7	0	0
sport_climbing_competition	other	7	0	0
u.s._congressional_district	other	7	0	0
gender_and_sexual_identity	other	7	0	0
marae	other	7	0	0
disease_outbreak	event	7	0	0
former_nascar_team	other	7	0	0
football_tournament_at_games	other	7	0	0
snooker_player/century_breaks	person	7	0	0
neighborhood	other	7	0	0
discography	other	7	0	0
spikers'_turf_conference	other	7	0	0
turkish_makam	other	7	0	0
football_player	other	7	0	0
concept	other	7	0	0
dungeons_&_dragons_module	other	7	0	0
athletics_event	other	6	0	0
year_in_spaceflight	other	6	0	0
speedway_grand_prix_event	other	6	0	0
computer_virus	other	6	0	0
cpu_socket	other	6	0	0
ncaa_division_i_basketball_season	other	6	0	0
comic	other	6	0	0
uksc_case	other	6	0	0
school_athletics	place	6	0	0
hurling_all-ireland	other	6	0	0
animanga/audio	other	6	0	0
gpu	other	6	0	0
castrum	other	6	0	0
field_hockey_league_season	other	6	0	0
weather_event/mf	event	6	0	0
icc_situation	other	6	0	0
pipe_band	other	6	0	0
ncaa_division_i_fcs_season	other	6	0	0
comics_organization	pol_mil_organization	6	0	0
american_football_tournament_season	other	6	0	0
coat_of_arms_wide	other	6	1	0
navigation_satellite_system	other	6	0	0
identifier	other	6	0	0
u.s._congressional_committee	other	6	0	0
amusement_ride	other	6	0	0
world_championships_in_athletics_event	other	6	0	0
political_organization	pol_mil_organization	6	0	0
domestic_cricket_season	other	6	0	0
philippines_court_case	other	6	1	0
disc_golfer	person	6	0	0
derecho	other	6	0	0
pahistoric	other	6	0	0
space_station	place	6	0	0
ladies'_football_all-ireland	other	6	0	0
curling_season	other	6	0	0
mlb_all-star_game	other	6	0	0
sec_season	other	6	0	0
charity	other	6	0	0
motorway_services	other	6	0	0
videogame	other	6	0	0
railway_station	place	6	0	0
stadium/tenantlist	place	6	0	0
indy500	other	6	0	0
pyramid	other	6	0	0
nfl	other	6	0	0
college_football_bowl_season	place	6	0	0
squash_team	other	6	0	0
rail_companies	other	6	0	0
disease	other	6	0	0
asian_games_bid	other	6	0	0
fictional_organisation	pol_mil_organization	6	0	0
mosconi_cup	other	6	0	0
arizona_legislature	pol_mil_organization	6	0	0
state_opening	other	6	0	0
stanley_cup_final	other	6	0	0
baseball_hall_of_fame_ballot	other	6	0	0
cycling_championships	other	6	0	0
olympic_sport	other	6	0	0
brazilian_carnival	other	6	0	0
cvg_system	other	6	0	0
usfl_team	other	6	0	0
county_at_gymnastics_event	other	6	0	0
american_championship_car_season	other	6	0	0
cinema	other	6	0	0
populated_place	other	6	0	0
national_american_football_team	other	6	0	0
personal_bibliography	other	6	0	0
kabaddi_league	other	6	0	0
sports_conference	other	6	0	0
ep	other	6	0	0
igtc_race_report	other	6	0	0
street/route	other	6	0	0
diplomatic_crisis	other	6	0	0
medical_intervention_(new)	other	5	0	0
cable	other	5	0	0
london_station	place	5	0	0
tv_channel	other	5	0	0
cricket_season	other	5	0	0
expansion_draft	other	5	0	0
u.s._impeachment_inquiry	other	5	0	0
afl_season	other	5	0	0
politician_(general)	person	5	1	0
unit	other	5	0	0
ecumenical_council	other	5	0	0
foundation	other	5	0	0
solar_eclipse	other	5	0	0
internet_exchange_point	other	5	0	0
comics_in_other_media	other	5	0	0
cinema_market	other	5	0	0
fictional_artifact	artifact	5	0	0
year_in_athletics	other	5	0	0
brain	other	5	0	0
golf_course	other	5	0	0
disc_golf_course	other	5	0	0
mathematical_statement	person	5	0	0
emblem_wide	other	5	1	0
soccer_biography	person	5	1	0
french_constituency	pol_mil_organization	5	0	0
film_movement	other	5	0	0
legal_case	other	5	0	0
religious_person	person	5	1	0
baseball_player	other	5	0	0
national_kabaddi_team	other	5	0	0
docks	other	5	0	0
symbol	other	5	0	0
political_system	other	5	0	0
high_school_student_assessments_in_michigan	place	5	0	0
diplomat	person	5	0	0
interbank_network	other	5	0	0
astronomical_survey	other	5	0	0
nerve	other	5	0	0
australian_rules_football_league	other	5	0	0
baseball_championship_tournament	other	5	0	0
trade_union	other	5	0	0
publication	other	5	0	0
sports_game	other	5	0	0
comics_creator_biblio	other	5	0	0
encryption_method	concepts	5	0	0
league_system	other	5	0	0
students_union	other	5	0	0
australian_members_of_parliament_lists	pol_mil_organization	5	0	0
viceroy_styles	other	5	1	0
university_boat_races	place	5	0	0
ncaa_softball_tournament	other	5	0	0
fcf_season	other	5	0	0
bantu_name	other	5	0	0
football_referee	other	5	1	0
video_game_online_service	artifact	5	0	0
rugby_league	other	5	0	0
wnba_all-star_game	other	5	0	0
terrestrial_impact_site	place	5	0	0
town	place	5	0	0
currency_sign	other	5	0	0
mlb_home_run_derby	other	5	0	0
hottest_100	other	5	0	0
cpu_series	other	5	0	0
winter_storm	event	5	0	0
basketball_team	other	5	0	0
national_softball_team	other	5	0	0
district	other	5	0	0
sharee	other	5	0	0
asian_games_event	other	5	0	0
geologic_timespan	historical_period	5	0	0
ncaa_wrestling_tournament	other	5	0	0
local_tornado_season	event	5	0	0
weather_event/tornado_family	event	5	0	0
buddhist_biography	person	5	0	0
national_netball_team	other	5	0	0
marching_band	other	4	0	0
kantar_rating	other	4	0	0
haplogroup	other	4	0	0
tectonic_plate	other	4	0	0
ncaa_division_ii_ice_hockey_tournament	other	4	0	0
game_series	other	4	0	0
cat_breed	other	4	0	0
nba_all-star_game	other	4	0	0
non-integer_number	other	4	0	0
knot	other	4	0	0
sea_games_event	other	4	0	0
belgium_municipality	place	4	0	0
diamond	other	4	0	0
rock_band_dlc	other	4	0	0
ncaa_softball_season	other	4	0	0
dialect	other	4	0	0
superfund	other	4	0	0
regulated_ppe	other	4	0	0
commander	other	4	1	0
hot_spring	other	4	0	0
watch	other	4	0	0
swim_team	other	4	0	0
plant_disease	other	4	0	0
hillclimb_venue	place	4	0	0
personal_computer	artifact	4	0	0
hymnal	other	4	0	0
weather_event/aus	event	4	0	0
entertainer	other	4	0	0
pig_breed	other	4	0	0
koryu	other	4	0	0
monarch_styles	person	4	1	0
presidential_government	pol_mil_organization	4	0	0
communist_organ	other	4	0	0
soccer_tournament_season	other	4	0	0
california_supreme_court_case	other	4	0	0
place_geography	other	4	0	0
medical_specialty	other	4	0	0
statue	other	4	0	0
smartphone	artifact	4	0	0
dual_roller_coaster	other	4	0	0
chartplatzierungen	other	4	1	0
video_game_system	artifact	4	0	0
rock	other	4	0	0
cdl_team_season	other	4	0	0
vehicle_registration_plate	other	4	0	0
agreement	other	4	0	0
art_historian	person	4	0	0
hockey_league	other	4	0	0
olympic_cycling_event	other	4	0	0
new_york_coa_case	other	4	0	0
united_states_congress	other	4	0	0
titulardiocese	other	4	0	0
americas_cup_yacht	other	4	0	0
hieroglyphs	other	4	1	0
playwright	other	4	0	0
indycar_team	other	4	0	0
list_of_episodes	other	4	0	0
orienteering_world_cup	other	4	0	0
uniformed_officer	other	4	1	0
smartwatch	other	4	0	0
wrc_team	other	4	0	0
electronic_component	other	4	0	0
central_bank	other	4	0	0
region	other	4	0	0
roller_derby_league	other	4	0	0
srx_race_report	other	4	0	0
little_league_world_series_qualification	other	4	0	0
corporation	business	4	0	0
sexuality	other	4	0	0
dance_company	business	4	0	0
shinty_club	other	4	0	0
plane_crash	event	4	0	0
league_season	other	4	0	0
antigua_and_barbuda_place	other	4	0	0
incumbency	other	4	0	0
musical_instrument	artifact	4	0	0
vein	other	4	0	0
world_heritage_site	place	4	0	0
college_gymnastics_team	place	4	0	0
uk_transmitter	other	4	0	0
miracle	other	4	0	0
national_motorcycle_speedway_team	artifact	4	0	0
fictional_character	other	4	0	0
index	other	4	0	0
magic:_the_gathering_player	other	4	0	0
railway_line	other	4	0	0
natural_region	other	4	0	0
international_korfball_competition	other	4	0	0
basketball_country_season	pol_mil_organization	4	0	0
historical_period	historical_period	4	0	0
gaelic_games_tournament	other	4	0	0
animanga/manga	artifact	4	0	0
comic_book	artifact	4	0	0
indian_state_legislative_assembly_constituency	pol_mil_organization	4	0	0
pigeon_breed	other	4	0	0
comedy_group	other	3	0	0
alternative_intervention	other	3	0	0
distributed_computing_project	other	3	0	0
u.s._presidential_commission	other	3	0	0
aoe	other	3	0	0
software_license	other	3	0	0
fabergé_egg	other	3	0	0
radio_station_dual	place	3	0	0
attraction_model	person	3	0	0
country_geography	pol_mil_organization	3	0	0
internet_personality	other	3	0	0
us_ambassador	person	3	0	0
candidate	other	3	1	0
kibbutz	other	3	0	0
video_game_character	artifact	3	0	0
fictional_organization	pol_mil_organization	3	0	0
polyhedron	other	3	0	0
archbishop	other	3	0	0
goat_breed	other	3	0	0
tennis_player	other	3	0	0
united_states_impeachment_trial	other	3	0	0
wtcc_race	other	3	0	0
college_squash_school	place	3	0	0
computing_standard	other	3	0	0
societies	other	3	0	0
education	other	3	0	0
doctor_who_doctor	person	3	0	0
ucr	other	3	0	0
vg_system	other	3	0	0
nasa_astronaut_group	person	3	0	0
train_consist	artifact	3	0	0
philippine_super_liga_conference	other	3	0	0
tea	other	3	0	0
cpu_architecture	other	3	0	0
television_advert	artifact	3	0	0
mining	other	3	0	0
philgenchamp	other	3	0	0
awards_list/custom	other	3	0	0
alternative_medicine	other	3	0	0
equestrian_event	person	3	0	0
cyberattack	event	3	0	0
listed_building	place	3	0	0
soccer_tournament	other	3	0	0
gold_mine	place	3	0	0
bishop_styles_to_be_hidden_until_consecration_as_bishop	person	3	0	0
squash_wsf_tournament	other	3	0	0
transmitter	other	3	0	0
epidemic	event	3	0	0
muslim_scholars	other	3	0	0
triathlete	other	3	0	0
network	other	3	0	0
death	other	3	0	0
refinery	other	3	0	0
winter_season	other	3	0	0
russian_village	place	3	0	0
vg_online_service	other	3	0	0
slovak_place	other	3	0	0
road/shieldmain/phl	place	3	0	0
fictional_family	other	3	0	0
lds_in_state	other	3	0	0
spacecraft_instrument	artifact	3	0	0
vg_character	other	3	0	0
road/usbr_browse	place	3	0	0
equilibrium	other	3	0	0
graph	other	3	0	0
basketball_tournament_at_games	other	3	0	0
dataset	other	3	0	0
asian_games_sport	other	3	0	0
cape	place	3	0	0
chemist	person	3	0	0
bill	other	3	0	0
monk	person	3	0	0
sport_wrestler	person	3	0	0
comics_set_index	other	3	0	0
calculator	other	3	0	0
producer_discography	other	3	0	0
weather_type	other	3	0	0
australian_federal_parliaments	other	3	0	0
webcomic	other	3	0	0
place_symbols	other	3	1	0
coup_d'état	event	3	0	0
synchronized_skating_team	other	3	0	0
postage_stamp	artifact	3	0	0
bus_terminal	other	3	0	0
financial_index	other	3	0	0
colombia_cabinet	other	3	0	0
college_marching_band	place	3	0	0
particle_accelerator	other	3	0	0
electricity_sector	other	3	0	0
novel_series	other	3	0	0
league	other	3	0	0
reactor	other	3	0	0
eucom_spp	other	3	0	0
college_softball_team	place	3	0	0
crater	other	3	0	0
incident	other	3	0	0
artery	other	3	0	0
paranormal_creature	other	3	0	0
soccer_player	person	3	0	0
artificial_intelligence	other	3	0	0
military_post	other	3	0	0
military_campaign	other	3	0	0
railway	other	3	0	0
assassination	event	3	0	0
gaelic_games_county_board	other	3	0	0
soccer_match	other	3	0	0
uk_university_rankings	place	3	0	0
technology	concepts	3	0	0
books	other	3	0	0
nfl_coach	other	3	0	0
reservoir	other	3	0	0
road/shieldmain/can	place	3	0	0
road/shieldmain/omn	place	3	0	0
dmu	other	3	0	0
mma_training_associations	other	3	0	0
asian_games_torch_relay	other	2	0	0
english_case	other	2	0	0
nsp	other	2	0	0
bottled_water	other	2	0	0
egyptian_pyramid	other	2	0	0
ferry_route	other	2	0	0
football_club_season2	other	2	0	0
archive/wikidata	other	2	0	0
diving_equipment	other	2	0	0
aqueduct_navigable	other	2	0	0
telecommunications_network	other	2	0	0
ncaa_ice_hockey_team_season	other	2	0	0
buddhist_term	other	2	0	0
soil	other	2	0	0
particle	other	2	0	0
shogi_tournament	other	2	0	0
integer_sequence	other	2	0	0
austrian_cabinet	other	2	0	0
football_competition	other	2	0	0
material	other	2	0	0
donkey	other	2	0	0
vacuum_tube	other	2	0	0
peninsula	other	2	0	0
pro_bowl	other	2	0	0
commonwealth_games_queen's_baton_relay	other	2	0	0
heteropolypeptide	other	2	0	0
pilot	person	2	0	0
emission_nebula	other	2	0	0
sports_centre	other	2	0	0
diver	other	2	0	0
fishery	other	2	0	0
u.s._presidential_elections_by_state	other	2	0	0
women_by_region	other	2	0	0
cuisine	other	2	0	0
high_school	place	2	0	0
singapore_parliament	pol_mil_organization	2	0	0
university_ranking	place	2	0	0
ambulance_company	business	2	0	0
telephone_area_code	other	2	0	0
